공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적(㎡),공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
16호공원,어린이공원,경기도 안성시 석정동 331,경기도 안성시 석정동 331,37.013649,127.261066,2469,,,,,,1989-12-19,안성시청,031-678-5392,2019-03-31
신기어린이공원,어린이공원,,,,,3744,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
무궁화어린이공원,어린이공원,,,,,2757,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
귀인어린이공원,어린이공원,,,,,2004,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
먹거리촌어린이공원,어린이공원,,,,,3680,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
꿈마을어린이공원,어린이공원,,,,,4505,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
솔향어린이공원,어린이공원,,,,,2871,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
흥안어린이공원,어린이공원,,,,,3223,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
샘마을어린이공원,어린이공원,,,,,1653,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5024,2022-04-22
제24호소공원,소공원,,,,,2159,,,,,,2010-09-01,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
제25호소공원,소공원,,,,,642,,,,,,2010-09-01,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
제26호소공원,소공원,,,,,821,,,,,,2010-09-01,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
제116호어린이공원,어린이공원,,,,,5522,,,,,,2010-09-01,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
청원소공원,소공원,,,,,1019,,,,,,2007-09-27,경기도 안양시 공원관리과,031-8045-5286,2022-04-22
생태예술공원,문화공원,,,,,211364,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5285,2022-04-22
충훈공원,문화공원,,,,,42261,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5285,2022-04-22
낙원놀이터,어린이공원,,,,,1653,,,,,,1974-12-04,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
운곡공원,근린공원,,,,,30148,,,,,,1976-03-27,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
너랑나랑어린이공원,어린이공원,,,,,2403,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
다보란어린이공원,어린이공원,,,,,1701,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
수목어린이공원,어린이공원,,,,,1208,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
소곡공원,근린공원,,,,,11807,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5285,2022-04-22
관양어린이공원,어린이공원,,,,,1694,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
마분어린이공원,어린이공원,,,,,1700,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
중촌어린이공원,어린이공원,,,,,1697,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
황금어린이공원,어린이공원,,,,,1674,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
노을어린이공원,어린이공원,,,,,1035,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
동안어린이공원,어린이공원,,,,,1683,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
증촌어린이공원,어린이공원,,,,,1684,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
자유공원,근린공원,,,,,192491,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
임곡공원,근린공원,,,,,1025,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
부림어린이공원,어린이공원,,,,,1700,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
한미어린이공원,어린이공원,,,,,858,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
은하수어린이공원,어린이공원,,,,,1699,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
향기어린이공원,어린이공원,,,,,1693,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
새마을어린이공원,어린이공원,,,,,1689,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
늘푸른어린이공원,어린이공원,,,,,1794,,,,,,1980-03-17,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
정원어린이공원,어린이공원,,,,,588,,,,,,1980-03-17,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
청란어린이공원,어린이공원,,,,,2023,,,,,,1983-10-29,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
석수어린이공원,어린이공원,,,,,3260,,,,,,1983-10-29,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
관악어린이공원,어린이공원,,,,,4002,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
부흥어린이공원,어린이공원,,,,,3228,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
희성어린이공원,어린이공원,,,,,4997,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
한가람어린이공원,어린이공원,,,,,3553,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
공작어린이공원,어린이공원,,,,,3971,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
삼막소공원31,소공원,,,,,323,,,,,,2011-12-08,경기도 안양시 공원관리과,031-8045-5286,2022-04-22
내비산마을(제60),소공원,,,,,304,,,,,,2015-04-28,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
일직수변공원,수변공원,,,,,10049,,,,,,2007-11-16,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
테크노벨리소공원,소공원,,,,,885,,,,,,2008-01-23,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
병목안문화공원(병목안캠핑장),문화공원,,,,,20841,,,,,,2008-06-16,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
대륭소공원,소공원,,,,,1177,,,,,,2008-11-25,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
덕천2어린이공원,어린이공원,,,,,1737,,,,,,2008-12-30,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
오비즈소공원,소공원,,,,,4385,,,,,,2011-12-15,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
덕수소공원,소공원,,,,,216,,,,,,2012-03-22,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
안양친수공원,수변공원,,,,,55045,,,,,,2012-06-29,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
연현생태공원,수변공원,,,,,138955,,,,,,2012-06-29,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
학의천 무릉공원,수변공원,,,,,26245,,,,,,2012-06-29,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
삼성천 예술문화공원,수변공원,,,,,33285,,,,,,2012-06-29,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
상평촌어린이공원,어린이공원,,,,,1500,,,,,,2007-10-22,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
창박골체육공원,체육공원,,,,,13891,,,,,,2012-06-29,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
평촌스마트스퀘어체육공원,체육공원,,,,,10052,,,,,,2012-09-04,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
간촌공원,근린공원,,,,,13874,,,,,,2013-01-03,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
박달시장소공원,소공원,,,,,500,,,,,,2015-06-04,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
밤동산어린이공원,어린이공원,,,,,1698,,,,,,1954-08-21,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
냉천어린이공원,어린이공원,,,,,1615,,,,,,1954-08-21,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
낙원소공원,소공원,,,,,993,,,,,,2012-06-21,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
호암공원,근린공원,,,,,6521,,,,,,2012-06-29,경기도 안양시 공원관리과,031-8045-5285,2022-04-22
부안어린이공원,어린이공원,,,,,3351,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
달안어린이공원,어린이공원,,,,,5865,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
범계어린이공원,어린이공원,,,,,5070,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
목련어린이공원,어린이공원,,,,,4408,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
꿈자람어린이공원,어린이공원,,,,,8814,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
평안어린이공원,어린이공원,,,,,5192,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
초원어린이공원,어린이공원,,,,,4816,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
대원어린이공원,어린이공원,,,,,2391,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
럭키어린이공원,어린이공원,,,,,4452,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
신촌어린이공원,어린이공원,,,,,4449,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
새샘어린이공원,어린이공원,,,,,943,,,,,,1968-11-08,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
샛터공원,수변공원,,,,,10531,,,,,,2012-06-29,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
노송어린이공원,어린이공원,,,,,1656,,,,,,1970-02-18,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
호계공원,근린공원,,,,,340394,,,,,,1973-07-12,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
꿈동산어린이공원,어린이공원,,,,,699,,,,,,1996-07-19,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
어우리지어린이공원,어린이공원,,,,,1500,,,,,,1999-01-07,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
병목안시민공원,체육공원,,,,,91728,,,,,,2001-12-07,경기도 안양시 공원관리과,031-8045-5285,2022-04-22
동산어린이공원,어린이공원,,,,,520,,,,,,2005-05-02,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
벌말소공원,소공원,,,,,500,,,,,,2007-10-22,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
명학공원,근린공원,,,,,11314,,,,,,2008-05-28,경기도 안양시 공원관리과,031-8045-5285,2022-04-22
금성어린이공원,어린이공원,,,,,1983,,,,,,2006-03-13,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
교화어린이공원,어린이공원,,,,,1584,,,,,,1970-02-18,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
갈뫼이린이공원,어린이공원,,,,,5837,,,,,,1968-11-08,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
샘모루공원,수변공원,,,,,66795,,,,,,2012-06-29,경기도 안양시 공원관리과,031-8045-5025,2022-04-22
꽃동산어린이공원,어린이공원,,,,,1687,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
해동어린이공원,어린이공원,,,,,1700,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
수촌어린이공원,어린이공원,,,,,1700,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
보은어린이공원,어린이공원,,,,,1699,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
충훈어린이공원,어린이공원,,,,,1500,,,,,,1983-10-29,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
민백어린이공원,어린이공원,,,,,7537,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
학운공원,근린공원,,,,,52843,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
평촌공원,근린공원,,,,,39499,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
평화공원,근린공원,,,,,10019,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
희망공원,근린공원,,,,,9635,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
중앙공원,근린공원,,,,,119843,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
골안공원,근린공원,,,,,10818,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5285,2022-04-22
명학어린이공원,어린이공원,,,,,1501,,,,,,1990-09-10,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
달래2어린이공원,어린이공원,,,,,103,,,,,,1995-09-12,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
달래1어린이공원,어린이공원,,,,,343,,,,,,1995-09-12,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
개나리어린이공원,어린이공원,,,,,1184,,,,,,1996-07-19,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
양지어린이공원,어린이공원,,,,,971,,,,,,1996-07-19,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
호돌이어린이공원,어린이공원,,,,,1500,,,,,,1997-08-12,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
한라비발디어린이공원,어린이공원,,,,,1710,,,,,,1997-10-15,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
안말어린이공원,어린이공원,,,,,1625,,,,,,1998-03-12,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
샘모루어린이공원,어린이공원,,,,,1500,,,,,,1999-01-07,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
포도원어린이공원,어린이공원,,,,,1500,,,,,,2001-04-24,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
호성어린이공원,어린이공원,,,,,1500,,,,,,2001-04-24,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
송암어린이공원,어린이공원,,,,,1505,,,,,,2001-04-24,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
수풀내어린이공원,어린이공원,,,,,1899,,,,,,2002-09-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
꽃메산어린이공원,어린이공원,,,,,5160,,,,,,2005-04-25,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
삼덕공원,근린공원,,,,,19376,,,,,,2005-12-07,경기도 안양시 공원관리과,031-8045-5285,2022-04-22
한신어린이공원,어린이공원,,,,,1370,,,,,,2005-12-19,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
친목어린이공원,어린이공원,,,,,5644,,,,,,2005-12-27,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
꽃동산어린이공원,어린이공원,,,,,1098,,,,,,1996-07-19,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
연현어린이공원,어린이공원,,,,,1512,,,,,,2006-08-28,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
덕천1어린이공원,어린이공원,,,,,3335,,,,,,2006-09-07,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
주접어린이공원,어린이공원,,,,,3813,,,,,,2006-09-07,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
소능골소공원,소공원,,,,,777,,,,,,2007-01-02,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
초롱어린이공원,어린이공원,,,,,1676,,,,,,2007-01-02,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
동편공원,근린공원,,,,,14840,,,,,,2007-01-02,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
해오름공원,문화공원,,,,,40726,,,,,,2007-11-09,경기도 안양시 공원관리과,031-8045-5015,2022-04-22
박달어린이공원,어린이공원,,,,,2718,,,,,,2007-02-05,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
조일소공원,소공원,,,,,1581,,,,,,2007-09-17,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
갈산어린이공원,어린이공원,,,,,2492,,,,,,1989-12-30,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
인덕원어린이공원,어린이공원,,,,,1500,,,,,,1979-11-29,경기도 안양시 공원관리과,031-8045-5022,2022-04-22
솔개어린이공원,어린이공원,,,,,1565,,,,,,2006-08-28,경기도 안양시 공원관리과,031-8045-5288,2022-04-22
옥정중앙공원,문화공원,,경기도 양주시 옥정동 970-3,37.8236681,127.0868739,162293,"롤링웨이스트, 체어웨이스트, 크로스컨트리, 입식싸이클",,"파고라, 벤치, 자전거보관대",,"음악분수, 삿갓폰드",2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
청담체육공원(덕정),수변공원,,경기도 양주시 덕정동 316-2,37.8596323,127.0607201,9948,농구대,,"자전거보관대, 휴지통, 파고라, 벤치",,,2008-04-07,양주시 공원사업과,031-8082-7311,2021-05-10
청담체육공원(회정),수변공원,,경기도 양주시 덕정동 268-1,37.8400642,127.0440909,8351,,,"벤치, 야외탁자",,,2008-04-07,양주시 공원사업과,031-8082-7311,2021-05-10
옥정 제7호 광장,기타,,경기도 양주시 옥정동 950-7,37.8267862,127.0903422,489,,,"파고라, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제8호 광장,기타,,경기도 양주시 옥정동 1030-3,37.8272854,127.0972829,450,,,"파고라, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
제3호 공공공지,기타,,경기도 양주시 옥정동 977-11,37.83910583,127.0914523,349,,,,,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제10근린공원(옥정저류지),근린공원,,경기도 양주시 옥정동 941-1,37.8104523,127.0835244,43987,"역기내리기, 공중걷기, 파도타기, 등허리지압기, 어깨유연성운동, 허리돌리기",,"정자, 벤치, 파고라",,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제11근린공원(마라니),근린공원,,경기도 양주시 옥정동 939-2,37.81469868,127.0882876,11407,배드민턴장,"조합놀이대, 시소, 그네. 흔들놀이","정자, 벤치, 파고라",,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
고암 소공원(엄상마을),소공원,경기도 양주시 엄상동길 38,경기도 양주시 고암동 140-8번지,37.83139226,127.0682311,1241,농구대,,"그늘막, 평벤치",,,1997-05-13,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제6어린이공원,어린이공원,,경기도 양주시 광사동 707,37.78733163,127.0814294,2239,,"조합놀이대, 흔들놀이","평벤치, 파고라",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
가납제1어린이공원,어린이공원,,경기도 양주시 광적면 석우리712-1,37.82733304,126.981239,1500,농구대,"조합놀이대, 그네","사각정자, 등벤치, 야외탁자",,,1995-04-25,양주시 공원사업과,031-8082-7311,2021-05-10
가납제2어린이공원,어린이공원,,경기도 양주시 광적면 가납리838-2,37.82565584,126.9832093,1500,배드민턴장,"조합놀이대, 그네","벤치, 정자",,,1987-05-27,양주시 공원사업과,031-8082-7311,2021-05-10
가납제4어린이공원,어린이공원,,경기도 양주시 광적면 석우리708-2,37.82826476,126.9835058,1500,,,"정자, 벤치",,,1987-05-27,양주시 공원사업과,031-8082-7311,2021-05-10
가래비어린이공원,어린이공원,,경기도 양주시 광적면 가납리732-18,37.8227271,126.9854022,1983,,"그네, 조합놀이대, 흔들놀이","정자, 벤치, 휴지통, 파고라",,,1987-05-27,양주시 공원사업과,031-8082-7311,2021-05-10
옥정제12근린공원(꿈나래),근린공원,,경기도 양주시 옥정동 1082-1,37.81432231,127.0949317,64935,"역기내리기, 공중걷기, 파도타기, 등허리지압기, 어깨유연성운동, 허리돌리기","조합놀이대. 사면슬라이드, 시소, 그네","정자, 벤치, 파고라, 수변데크, 자전거보관대",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제1근린공원(옥정생태숲),근린공원,경기도 양주시 새터로 92,경기도 양주시 옥정동 883번지,37.82690291,127.0836193990,450169,"허리펴기, 허리돌리기, 좌우뛰기, 평형잡기등",,"정자, 벤치, 파고라, 자전거보관대",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제5근린공원(독바위),근린공원,,경기도 양주시 옥정동 889,37.82542038,127.0770493,316230,"인라인스케이트장, 농구장 등","조합놀이대, 시소,그네, 징검다리놀이, 흔들놀이","화장실, 음수대, 정자, 벤치, 파고라",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제6근린공원(선돌),근린공원,,경기도 양주시 옥정동 908,37.82143392,127.0811539,159926,"허리펴기, 허리돌리기, 좌우뛰기, 평형잡기등","발물놀이시설, 정글짐","화장실, 음수대, 정자, 벤치, 파고라",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제1어린이공원(율정),어린이공원,,경기도 양주시 옥정동 998-1,37.83691121,127.0936978,2218,"허돌리기, 차도타기, 역기내리기, 공중걷기, 등허리지압기","조합놀이대, 그네, 시소, 흔들놀이","정자, 벤치, 파고라",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제2어린이공원(천보),어린이공원,,경기도 양주시 옥정동 1014-1,37.82538822,127.1044366,6909,"스트레칭로라, 트윈워밍암, 풀웨이트","조합놀이대, 스피드레이서, 착시거울, 그네","정자, 벤치, 파고라",,,,양주시 공원사업과,031-8082-7316,2021-05-10
제4호 공공공지,기타,,경기도 양주시 고암동 603-8,37.829689,127.073249,349,,,,,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정제5어린이공원(참수물),어린이공원,,경기도 양주시 옥정동 914-4,37.829689,127.0864931,2491,"허리돌리기, 역기내리기,공중걷기,등허리지압기","조합놀이대, 그네, 시소, 흔들놀이","정자, 벤치, 파고라",,,,양주시 공원사업과,031-8082-7316,2021-05-10
남면일반산업단지 소공원,소공원,,경기도 양주시 남면 구암리 367,37.88418737,126.9737239,4173,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7311,2021-05-10
제5호 공공공지,기타,,경기도 양주시 고암동 602-8,37.829649,127.074391,923,,,,,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제4소공원,소공원,,경기도 양주시 옥정동 901-4,37.8183571,127.0817485,1989,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정체육공원,체육공원,,경기도 양주시 고암동 619,37.82752233,127.0716388,52816,"축구장, 농구장 등",,"화장실, 음수대, 정자, 벤치, 파고라, 스탠드, 막구조",,,,양주시 체육청소년과,031-8082-7316,2021-05-10
옥정 제3호 광장,기타,,경기도 양주시 옥정동 1009-20,37.83188424,127.0926118,287,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제4호 광장,기타,,경기도 양주시 옥정동 946-4,37.83050451,127.0918449,457,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제6호 광장,기타,,경기도 양주시 옥정동 738,37.82655888,127.0786141,355,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제10호 광장,기타,,경기도 양주시 옥정동 958-3,37.82149499,127.0913645,899,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제11호 광장,기타,,경기도 양주시 옥정동 963-19,37.81871507,127.0919096,1560,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제13호 광장,기타,,경기도 양주시 옥정동 1047-5,37.81783127,127.0894671,427,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제16호 광장,기타,,경기도 양주시 옥정동 1095-5,37.81009965,127.0846898,542,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
덕정 소공원(서희아파트),소공원,경기도 양주시 화합로1325번길 54-31,경기도 양주시 덕정동 419번지,37.85022908,127.0619340442,9964,,,"파고라, 앉음벽, 평벤치, 음수대",,,2011-08-02,양주시 공원사업과,031-8082-7311,2021-05-10
옥정 제1소공원,소공원,,경기도 양주시 고암동 607-1,37.83079373,127.0733125,1430,,,"파고라, 벤치, 앉음벽",,,2007-12-31,양주시 공원사업과,031-8082-7316,2021-05-10
고읍 문화공원,문화공원,,경기도 양주시 광사동 697,37.79076117,127.0853308,4234,,"조합놀이대, 흔들놀이","파고라, 앉음벽, 화장실",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
옥정 제17호 광장,기타,,경기도 양주시 옥정동 937-3,37.83249563,127.0901051,440,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
석우근린공원,근린공원,경기도 양주시 광적면 광적로 95,경기도 양주시 광적면 석우리 407번지,37.8272047,126.9800496,14447,,조합놀이대,"화장실, 음수대, 정자, 벤치, 파고라",,,,양주시 공원사업과,031-8082-7311,2021-05-10
덕계천어린이공원,어린이공원,,경기도 양주시 덕계동 592-3,37.8236746,127.0432057,938,,조합놀이대,"파고라, 벤치",,,,양주시 공원사업과,031-8082-7311,2021-05-10
옥정 제3소공원,소공원,,경기도 양주시 옥정동 560-1,37.81891698,127.084229,1451,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제2호 광장,기타,,경기도 양주시 옥정동 989-15,37.83577317,127.0921666,450,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제9호 광장,기타,,경기도 양주시 옥정동 962-3,37.82527451,127.0919202,1427,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제15호 광장,기타,,경기도 양주시 옥정동 1049-5,37.81478089,127.0899929,544,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
옥정 제18호 광장,기타,,경기도 양주시 옥정동 1095-3,37.81009965,127.0846898,446,,,"정자, 벤치",,,,양주시 공원사업과,031-8082-7316,2021-05-10
제6호 공공공지,기타,,경기도 양주시 옥정동 1108-2,37.811647,127.102356,132,,,,,,,,,2021-05-10
고읍제3근린공원(토리),근린공원,경기도 양주시 고읍남로191번길 59,경기도 양주시 광사동 683번지,37.79153653,127.0811258,46586,,,"정자, 등벤치, 앉음벽, 자전거보관대",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
옥정제3근린공원(새빛뜰),근린공원,경기도 양주시 회천로 150,경기도 양주시 옥정동 879-1번지,37.82670727,127.0849262,61131,"베트민턴장, 게이트볼장",,"벤치, 파고라",,,2008-04-07,양주시 공원사업과,031-8082-7316,2021-05-10
용암리 비위생매립지 공원,근린공원,,경기도 양주시 은현면 용암리 185,37.8631288,127.0463638,10851,,,"파고라, 벤치",,,2009-02-19,양주시 공원사업과,031-8082-7311,2021-05-10
덕정제4어린이공원,어린이공원,,경기도 양주시 덕정동 286-31,37.84002896,127.0635452,1500,농구대,"조합놀이대, 모래집, 흔들놀이, 농구대","평벤치, 휴지통",,,1987-06-08,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제1어린이공원,어린이공원,,경기도 양주시 만송동 699,37.7948428,127.0849688,6416,,"물놀이시설, 조합놀이대, 흔들놀이","자전거보관대, 등벤치, 파고라",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
고읍제5어린이공원,어린이공원,,경기도 양주시 광사동 682,37.78922389,127.0807275,1916,,"조합놀이대, 흔들놀이","파고라, 원형벤치, 앉음벽",,,2004-12-29,양주시 공원사업과,031-8082-7311,2021-05-10
가납제3어린이공원,어린이공원,,경기도 양주시 광적면 가납리853-4,37.8257206,126.9852181,1500,배드민턴장,"그네, 조합놀이대","정자, 벤치",,,1995-04-25,양주시 공원사업과,031-8082-7311,2021-05-10
